timestamp_utc,horizon_min,pv_prev_norm
2025-06-21T00:00:00Z,0,0.0000
2025-06-21T00:01:00Z,1,0.0000
2025-06-21T00:02:00Z,2,0.0000
2025-06-21T00:03:00Z,3,0.0000
2025-06-21T00:04:00Z,4,0.0000
2025-06-21T00:05:00Z,5,0.0000
2025-06-21T00:06:00Z,6,0.0000
2025-06-21T00:07:00Z,7,0.0000
2025-06-21T00:08:00Z,8,0.0000
2025-06-21T00:09:00Z,9,0.0000
2025-06-21T00:10:00Z,10,0.0000
2025-06-21T00:11:00Z,11,0.0000
2025-06-21T00:12:00Z,12,0.0000
2025-06-21T00:13:00Z,13,0.0000
2025-06-21T00:14:00Z,14,0.0000
2025-06-21T00:15:00Z,15,0.0000
2025-06-21T00:16:00Z,16,0.0000
2025-06-21T00:17:00Z,17,0.0000
2025-06-21T00:18:00Z,18,0.0000
2025-06-21T00:19:00Z,19,0.0000
2025-06-21T00:20:00Z,20,0.0000
2025-06-21T00:21:00Z,21,0.0000
2025-06-21T00:22:00Z,22,0.0000
2025-06-21T00:23:00Z,23,0.0000
2025-06-21T00:24:00Z,24,0.0000
2025-06-21T00:25:00Z,25,0.0000
2025-06-21T00:26:00Z,26,0.0000
2025-06-21T00:27:00Z,27,0.0000
2025-06-21T00:28:00Z,28,0.0000
2025-06-21T00:29:00Z,29,0.0000
2025-06-21T00:30:00Z,30,0.0000
2025-06-21T00:31:00Z,31,0.0000
2025-06-21T00:32:00Z,32,0.0000
2025-06-21T00:33:00Z,33,0.0000
2025-06-21T00:34:00Z,34,0.0000
2025-06-21T00:35:00Z,35,0.0000
2025-06-21T00:36:00Z,36,0.0000
2025-06-21T00:37:00Z,37,0.0000
2025-06-21T00:38:00Z,38,0.0000
2025-06-21T00:39:00Z,39,0.0000
2025-06-21T00:40:00Z,40,0.0000
2025-06-21T00:41:00Z,41,0.0000
2025-06-21T00:42:00Z,42,0.0000
2025-06-21T00:43:00Z,43,0.0000
2025-06-21T00:44:00Z,44,0.0000
2025-06-21T00:45:00Z,45,0.0000
