timestamp_utc,horizon_min,pv_prev_norm
2025-06-21T06:00:00Z,0,0.2147
2025-06-21T06:01:00Z,1,0.2180
2025-06-21T06:02:00Z,2,0.2212
2025-06-21T06:03:00Z,3,0.2244
2025-06-21T06:04:00Z,4,0.2276
2025-06-21T06:05:00Z,5,0.2307
2025-06-21T06:06:00Z,6,0.2337
2025-06-21T06:07:00Z,7,0.2368
2025-06-21T06:08:00Z,8,0.2398
2025-06-21T06:09:00Z,9,0.2428
2025-06-21T06:10:00Z,10,0.2458
2025-06-21T06:11:00Z,11,0.2489
2025-06-21T06:12:00Z,12,0.2519
2025-06-21T06:13:00Z,13,0.2551
2025-06-21T06:14:00Z,14,0.2583
2025-06-21T06:15:00Z,15,0.2615
2025-06-21T06:16:00Z,16,0.2646
2025-06-21T06:17:00Z,17,0.2676
2025-06-21T06:18:00Z,18,0.2705
2025-06-21T06:19:00Z,19,0.2735
2025-06-21T06:20:00Z,20,0.2765
2025-06-21T06:21:00Z,21,0.2795
2025-06-21T06:22:00Z,22,0.2827
2025-06-21T06:23:00Z,23,0.2858
2025-06-21T06:24:00Z,24,0.2890
2025-06-21T06:25:00Z,25,0.2923
2025-06-21T06:26:00Z,26,0.2956
2025-06-21T06:27:00Z,27,0.2991
2025-06-21T06:28:00Z,28,0.3026
2025-06-21T06:29:00Z,29,0.3063
2025-06-21T06:30:00Z,30,0.3099
2025-06-21T06:31:00Z,31,0.3137
2025-06-21T06:32:00Z,32,0.3176
2025-06-21T06:33:00Z,33,0.3215
2025-06-21T06:34:00Z,34,0.3253
2025-06-21T06:35:00Z,35,0.3291
2025-06-21T06:36:00Z,36,0.3329
2025-06-21T06:37:00Z,37,0.3366
2025-06-21T06:38:00Z,38,0.3406
2025-06-21T06:39:00Z,39,0.3444
2025-06-21T06:40:00Z,40,0.3482
2025-06-21T06:41:00Z,41,0.3519
2025-06-21T06:42:00Z,42,0.3553
2025-06-21T06:43:00Z,43,0.3591
2025-06-21T06:44:00Z,44,0.3627
2025-06-21T06:45:00Z,45,0.3661
2025-06-21T06:46:00Z,46,0.3696
2025-06-21T06:47:00Z,47,0.3733
2025-06-21T06:48:00Z,48,0.3770
2025-06-21T06:49:00Z,49,0.3806
2025-06-21T06:50:00Z,50,0.3839
2025-06-21T06:51:00Z,51,0.3873
2025-06-21T06:52:00Z,52,0.3905
2025-06-21T06:53:00Z,53,0.3934
2025-06-21T06:54:00Z,54,0.3963
2025-06-21T06:55:00Z,55,0.3989
2025-06-21T06:56:00Z,56,0.4017
2025-06-21T06:57:00Z,57,0.4043
2025-06-21T06:58:00Z,58,0.4069
2025-06-21T06:59:00Z,59,0.4095
2025-06-21T07:00:00Z,60,0.4118
2025-06-21T07:01:00Z,61,0.4146
2025-06-21T07:02:00Z,62,0.4174
2025-06-21T07:03:00Z,63,0.4205
2025-06-21T07:04:00Z,64,0.4235
2025-06-21T07:05:00Z,65,0.4264
2025-06-21T07:06:00Z,66,0.4295
2025-06-21T07:07:00Z,67,0.4325
2025-06-21T07:08:00Z,68,0.4351
2025-06-21T07:09:00Z,69,0.4376
2025-06-21T07:10:00Z,70,0.4403
2025-06-21T07:11:00Z,71,0.4430
2025-06-21T07:12:00Z,72,0.4458
2025-06-21T07:13:00Z,73,0.4488
2025-06-21T07:14:00Z,74,0.4518
2025-06-21T07:15:00Z,75,0.4549
2025-06-21T07:16:00Z,76,0.4576
2025-06-21T07:17:00Z,77,0.4603
2025-06-21T07:18:00Z,78,0.4631
2025-06-21T07:19:00Z,79,0.4661
2025-06-21T07:20:00Z,80,0.4686
2025-06-21T07:21:00Z,81,0.4712
2025-06-21T07:22:00Z,82,0.4737
2025-06-21T07:23:00Z,83,0.4760
2025-06-21T07:24:00Z,84,0.4781
2025-06-21T07:25:00Z,85,0.4802
2025-06-21T07:26:00Z,86,0.4821
