timestamp_utc,horizon_min,pv_prev_norm
2025-06-21T12:00:00Z,0,0.9153
2025-06-21T12:01:00Z,1,0.9137
2025-06-21T12:02:00Z,2,0.9119
2025-06-21T12:03:00Z,3,0.9106
2025-06-21T12:04:00Z,4,0.9097
2025-06-21T12:05:00Z,5,0.9084
2025-06-21T12:06:00Z,6,0.9074
2025-06-21T12:07:00Z,7,0.9064
2025-06-21T12:08:00Z,8,0.9056
2025-06-21T12:09:00Z,9,0.9041
2025-06-21T12:10:00Z,10,0.9023
2025-06-21T12:11:00Z,11,0.8995
2025-06-21T12:12:00Z,12,0.8980
2025-06-21T12:13:00Z,13,0.8964
2025-06-21T12:14:00Z,14,0.8953
2025-06-21T12:15:00Z,15,0.8942
2025-06-21T12:16:00Z,16,0.8929
2025-06-21T12:17:00Z,17,0.8916
2025-06-21T12:18:00Z,18,0.8909
2025-06-21T12:19:00Z,19,0.8901
2025-06-21T12:20:00Z,20,0.8891
2025-06-21T12:21:00Z,21,0.8878
2025-06-21T12:22:00Z,22,0.8865
2025-06-21T12:23:00Z,23,0.8854
2025-06-21T12:24:00Z,24,0.8841
2025-06-21T12:25:00Z,25,0.8826
2025-06-21T12:26:00Z,26,0.8810
2025-06-21T12:27:00Z,27,0.8793
2025-06-21T12:28:00Z,28,0.8776
2025-06-21T12:29:00Z,29,0.8761
2025-06-21T12:30:00Z,30,0.8750
2025-06-21T12:31:00Z,31,0.8735
2025-06-21T12:32:00Z,32,0.8719
2025-06-21T12:33:00Z,33,0.8693
2025-06-21T12:34:00Z,34,0.8664
2025-06-21T12:35:00Z,35,0.8636
2025-06-21T12:36:00Z,36,0.8613
2025-06-21T12:37:00Z,37,0.8592
2025-06-21T12:38:00Z,38,0.8567
2025-06-21T12:39:00Z,39,0.8542
2025-06-21T12:40:00Z,40,0.8519
2025-06-21T12:41:00Z,41,0.8500
2025-06-21T12:42:00Z,42,0.8487
2025-06-21T12:43:00Z,43,0.8472
2025-06-21T12:44:00Z,44,0.8457
2025-06-21T12:45:00Z,45,0.8439
2025-06-21T12:46:00Z,46,0.8417
2025-06-21T12:47:00Z,47,0.8391
2025-06-21T12:48:00Z,48,0.8367
2025-06-21T12:49:00Z,49,0.8340
2025-06-21T12:50:00Z,50,0.8314
2025-06-21T12:51:00Z,51,0.8287
2025-06-21T12:52:00Z,52,0.8258
2025-06-21T12:53:00Z,53,0.8248
2025-06-21T12:54:00Z,54,0.8237
2025-06-21T12:55:00Z,55,0.8221
2025-06-21T12:56:00Z,56,0.8203
2025-06-21T12:57:00Z,57,0.8184
2025-06-21T12:58:00Z,58,0.8164
2025-06-21T12:59:00Z,59,0.8142
2025-06-21T13:00:00Z,60,0.8122
2025-06-21T13:01:00Z,61,0.8103
2025-06-21T13:02:00Z,62,0.8081
2025-06-21T13:03:00Z,63,0.8055
2025-06-21T13:04:00Z,64,0.8029
2025-06-21T13:05:00Z,65,0.8007
2025-06-21T13:06:00Z,66,0.7988
2025-06-21T13:07:00Z,67,0.7973
2025-06-21T13:08:00Z,68,0.7960
2025-06-21T13:09:00Z,69,0.7948
2025-06-21T13:10:00Z,70,0.7937
2025-06-21T13:11:00Z,71,0.7928
2025-06-21T13:12:00Z,72,0.7930
2025-06-21T13:13:00Z,73,0.7923
2025-06-21T13:14:00Z,74,0.7913
2025-06-21T13:15:00Z,75,0.7909
2025-06-21T13:16:00Z,76,0.7902
2025-06-21T13:17:00Z,77,0.7895
2025-06-21T13:18:00Z,78,0.7890
2025-06-21T13:19:00Z,79,0.7884
2025-06-21T13:20:00Z,80,0.7878
2025-06-21T13:21:00Z,81,0.7870
2025-06-21T13:22:00Z,82,0.7866
2025-06-21T13:23:00Z,83,0.7874
2025-06-21T13:24:00Z,84,0.7878
2025-06-21T13:25:00Z,85,0.7879
2025-06-21T13:26:00Z,86,0.7881
2025-06-21T13:27:00Z,87,0.7882
2025-06-21T13:28:00Z,88,0.7884
2025-06-21T13:29:00Z,89,0.7880
2025-06-21T13:30:00Z,90,0.7872
2025-06-21T13:31:00Z,91,0.7868
2025-06-21T13:32:00Z,92,0.7867
2025-06-21T13:33:00Z,93,0.7870
2025-06-21T13:34:00Z,94,0.7870
2025-06-21T13:35:00Z,95,0.7870
2025-06-21T13:36:00Z,96,0.7869
2025-06-21T13:37:00Z,97,0.7864
2025-06-21T13:38:00Z,98,0.7859
2025-06-21T13:39:00Z,99,0.7853
2025-06-21T13:40:00Z,100,0.7841
2025-06-21T13:41:00Z,101,0.7836
2025-06-21T13:42:00Z,102,0.7828
2025-06-21T13:43:00Z,103,0.7813
2025-06-21T13:44:00Z,104,0.7800
2025-06-21T13:45:00Z,105,0.7792
2025-06-21T13:46:00Z,106,0.7768
2025-06-21T13:47:00Z,107,0.7745
2025-06-21T13:48:00Z,108,0.7721
2025-06-21T13:49:00Z,109,0.7702
2025-06-21T13:50:00Z,110,0.7689
2025-06-21T13:51:00Z,111,0.7674
2025-06-21T13:52:00Z,112,0.7655
2025-06-21T13:53:00Z,113,0.7638
2025-06-21T13:54:00Z,114,0.7614
2025-06-21T13:55:00Z,115,0.7588
2025-06-21T13:56:00Z,116,0.7566
2025-06-21T13:57:00Z,117,0.7546
2025-06-21T13:58:00Z,118,0.7528
2025-06-21T13:59:00Z,119,0.7512
2025-06-21T14:00:00Z,120,0.7501
2025-06-21T14:01:00Z,121,0.7487
2025-06-21T14:02:00Z,122,0.7472
2025-06-21T14:03:00Z,123,0.7458
2025-06-21T14:04:00Z,124,0.7444
2025-06-21T14:05:00Z,125,0.7427
2025-06-21T14:06:00Z,126,0.7415
2025-06-21T14:07:00Z,127,0.7399
2025-06-21T14:08:00Z,128,0.7382
2025-06-21T14:09:00Z,129,0.7365
2025-06-21T14:10:00Z,130,0.7346
2025-06-21T14:11:00Z,131,0.7327
2025-06-21T14:12:00Z,132,0.7307
2025-06-21T14:13:00Z,133,0.7287
2025-06-21T14:14:00Z,134,0.7269
2025-06-21T14:15:00Z,135,0.7245
2025-06-21T14:16:00Z,136,0.7225
2025-06-21T14:17:00Z,137,0.7205
2025-06-21T14:18:00Z,138,0.7185
2025-06-21T14:19:00Z,139,0.7164
2025-06-21T14:20:00Z,140,0.7139
2025-06-21T14:21:00Z,141,0.7113
2025-06-21T14:22:00Z,142,0.7086
2025-06-21T14:23:00Z,143,0.7060
2025-06-21T14:24:00Z,144,0.7034
2025-06-21T14:25:00Z,145,0.7006
2025-06-21T14:26:00Z,146,0.6977
2025-06-21T14:27:00Z,147,0.6953
2025-06-21T14:28:00Z,148,0.6927
2025-06-21T14:29:00Z,149,0.6899
2025-06-21T14:30:00Z,150,0.6869
2025-06-21T14:31:00Z,151,0.6836
2025-06-21T14:32:00Z,152,0.6803
2025-06-21T14:33:00Z,153,0.6772
2025-06-21T14:34:00Z,154,0.6739
2025-06-21T14:35:00Z,155,0.6716
2025-06-21T14:36:00Z,156,0.6693
2025-06-21T14:37:00Z,157,0.6672
2025-06-21T14:38:00Z,158,0.6647
2025-06-21T14:39:00Z,159,0.6621
2025-06-21T14:40:00Z,160,0.6598
2025-06-21T14:41:00Z,161,0.6575
2025-06-21T14:42:00Z,162,0.6555
2025-06-21T14:43:00Z,163,0.6531
2025-06-21T14:44:00Z,164,0.6508
2025-06-21T14:45:00Z,165,0.6488
2025-06-21T14:46:00Z,166,0.6466
2025-06-21T14:47:00Z,167,0.6442
2025-06-21T14:48:00Z,168,0.6419
2025-06-21T14:49:00Z,169,0.6397
2025-06-21T14:50:00Z,170,0.6374
2025-06-21T14:51:00Z,171,0.6351
2025-06-21T14:52:00Z,172,0.6325
2025-06-21T14:53:00Z,173,0.6299
2025-06-21T14:54:00Z,174,0.6276
2025-06-21T14:55:00Z,175,0.6252
2025-06-21T14:56:00Z,176,0.6226
2025-06-21T14:57:00Z,177,0.6199
2025-06-21T14:58:00Z,178,0.6172
2025-06-21T14:59:00Z,179,0.6150
2025-06-21T15:00:00Z,180,0.6127
2025-06-21T15:01:00Z,181,0.6110
2025-06-21T15:02:00Z,182,0.6090
2025-06-21T15:03:00Z,183,0.6073
2025-06-21T15:04:00Z,184,0.6052
2025-06-21T15:05:00Z,185,0.6031
2025-06-21T15:06:00Z,186,0.6010
2025-06-21T15:07:00Z,187,0.5987
2025-06-21T15:08:00Z,188,0.5962
2025-06-21T15:09:00Z,189,0.5936
2025-06-21T15:10:00Z,190,0.5910
2025-06-21T15:11:00Z,191,0.5886
2025-06-21T15:12:00Z,192,0.5865
2025-06-21T15:13:00Z,193,0.5842
2025-06-21T15:14:00Z,194,0.5818
2025-06-21T15:15:00Z,195,0.5796
2025-06-21T15:16:00Z,196,0.5763
2025-06-21T15:17:00Z,197,0.5731
2025-06-21T15:18:00Z,198,0.5701
2025-06-21T15:19:00Z,199,0.5668
2025-06-21T15:20:00Z,200,0.5635
2025-06-21T15:21:00Z,201,0.5603
2025-06-21T15:22:00Z,202,0.5571
2025-06-21T15:23:00Z,203,0.5537
2025-06-21T15:24:00Z,204,0.5505
2025-06-21T15:25:00Z,205,0.5474
2025-06-21T15:26:00Z,206,0.5443
2025-06-21T15:27:00Z,207,0.5412
2025-06-21T15:28:00Z,208,0.5381
2025-06-21T15:29:00Z,209,0.5350
2025-06-21T15:30:00Z,210,0.5319
2025-06-21T15:31:00Z,211,0.5289
2025-06-21T15:32:00Z,212,0.5259
2025-06-21T15:33:00Z,213,0.5229
2025-06-21T15:34:00Z,214,0.5198
2025-06-21T15:35:00Z,215,0.5167
2025-06-21T15:36:00Z,216,0.5132
2025-06-21T15:37:00Z,217,0.5101
2025-06-21T15:38:00Z,218,0.5069
2025-06-21T15:39:00Z,219,0.5038
2025-06-21T15:40:00Z,220,0.5008
2025-06-21T15:41:00Z,221,0.4975
2025-06-21T15:42:00Z,222,0.4942
2025-06-21T15:43:00Z,223,0.4909
2025-06-21T15:44:00Z,224,0.4876
2025-06-21T15:45:00Z,225,0.4841
2025-06-21T15:46:00Z,226,0.4805
2025-06-21T15:47:00Z,227,0.4769
2025-06-21T15:48:00Z,228,0.4735
2025-06-21T15:49:00Z,229,0.4702
2025-06-21T15:50:00Z,230,0.4667
2025-06-21T15:51:00Z,231,0.4632
2025-06-21T15:52:00Z,232,0.4595
2025-06-21T15:53:00Z,233,0.4557
2025-06-21T15:54:00Z,234,0.4522
2025-06-21T15:55:00Z,235,0.4487
2025-06-21T15:56:00Z,236,0.4451
2025-06-21T15:57:00Z,237,0.4411
2025-06-21T15:58:00Z,238,0.4376
2025-06-21T15:59:00Z,239,0.4342
2025-06-21T16:00:00Z,240,0.4308
2025-06-21T16:01:00Z,241,0.4277
2025-06-21T16:02:00Z,242,0.4246
2025-06-21T16:03:00Z,243,0.4214
2025-06-21T16:04:00Z,244,0.4182
2025-06-21T16:05:00Z,245,0.4148
2025-06-21T16:06:00Z,246,0.4114
2025-06-21T16:07:00Z,247,0.4082
2025-06-21T16:08:00Z,248,0.4049
2025-06-21T16:09:00Z,249,0.4017
2025-06-21T16:10:00Z,250,0.3985
2025-06-21T16:11:00Z,251,0.3953
2025-06-21T16:12:00Z,252,0.3924
2025-06-21T16:13:00Z,253,0.3895
2025-06-21T16:14:00Z,254,0.3865
2025-06-21T16:15:00Z,255,0.3836
2025-06-21T16:16:00Z,256,0.3804
2025-06-21T16:17:00Z,257,0.3772
2025-06-21T16:18:00Z,258,0.3741
2025-06-21T16:19:00Z,259,0.3709
2025-06-21T16:20:00Z,260,0.3677
2025-06-21T16:21:00Z,261,0.3645
2025-06-21T16:22:00Z,262,0.3615
2025-06-21T16:23:00Z,263,0.3586
2025-06-21T16:24:00Z,264,0.3557
2025-06-21T16:25:00Z,265,0.3529
2025-06-21T16:26:00Z,266,0.3501
2025-06-21T16:27:00Z,267,0.3473
2025-06-21T16:28:00Z,268,0.3443
2025-06-21T16:29:00Z,269,0.3414
2025-06-21T16:30:00Z,270,0.3385
2025-06-21T16:31:00Z,271,0.3356
2025-06-21T16:32:00Z,272,0.3327
2025-06-21T16:33:00Z,273,0.3299
2025-06-21T16:34:00Z,274,0.3270
2025-06-21T16:35:00Z,275,0.3240
2025-06-21T16:36:00Z,276,0.3211
2025-06-21T16:37:00Z,277,0.3182
2025-06-21T16:38:00Z,278,0.3158
2025-06-21T16:39:00Z,279,0.3130
2025-06-21T16:40:00Z,280,0.3101
2025-06-21T16:41:00Z,281,0.3072
2025-06-21T16:42:00Z,282,0.3043
2025-06-21T16:43:00Z,283,0.3015
2025-06-21T16:44:00Z,284,0.2987
2025-06-21T16:45:00Z,285,0.2958
2025-06-21T16:46:00Z,286,0.2931
2025-06-21T16:47:00Z,287,0.2904
2025-06-21T16:48:00Z,288,0.2877
2025-06-21T16:49:00Z,289,0.2851
2025-06-21T16:50:00Z,290,0.2823
2025-06-21T16:51:00Z,291,0.2795
2025-06-21T16:52:00Z,292,0.2767
2025-06-21T16:53:00Z,293,0.2739
2025-06-21T16:54:00Z,294,0.2711
2025-06-21T16:55:00Z,295,0.2682
2025-06-21T16:56:00Z,296,0.2653
2025-06-21T16:57:00Z,297,0.2623
2025-06-21T16:58:00Z,298,0.2592
2025-06-21T16:59:00Z,299,0.2562
2025-06-21T17:00:00Z,300,0.2532
2025-06-21T17:01:00Z,301,0.2502
2025-06-21T17:02:00Z,302,0.2472
2025-06-21T17:03:00Z,303,0.2442
2025-06-21T17:04:00Z,304,0.2412
2025-06-21T17:05:00Z,305,0.2381
2025-06-21T17:06:00Z,306,0.2351
2025-06-21T17:07:00Z,307,0.2321
2025-06-21T17:08:00Z,308,0.2291
2025-06-21T17:09:00Z,309,0.2262
2025-06-21T17:10:00Z,310,0.2233
2025-06-21T17:11:00Z,311,0.2204
2025-06-21T17:12:00Z,312,0.2175
2025-06-21T17:13:00Z,313,0.2146
2025-06-21T17:14:00Z,314,0.2117
2025-06-21T17:15:00Z,315,0.2089
2025-06-21T17:16:00Z,316,0.2061
2025-06-21T17:17:00Z,317,0.2033
2025-06-21T17:18:00Z,318,0.2006
2025-06-21T17:19:00Z,319,0.1979
2025-06-21T17:20:00Z,320,0.1951
2025-06-21T17:21:00Z,321,0.1923
2025-06-21T17:22:00Z,322,0.1895
2025-06-21T17:23:00Z,323,0.1867
2025-06-21T17:24:00Z,324,0.1839
2025-06-21T17:25:00Z,325,0.1812
2025-06-21T17:26:00Z,326,0.1784
2025-06-21T17:27:00Z,327,0.1757
2025-06-21T17:28:00Z,328,0.1729
2025-06-21T17:29:00Z,329,0.1701
2025-06-21T17:30:00Z,330,0.1674
2025-06-21T17:31:00Z,331,0.1647
2025-06-21T17:32:00Z,332,0.1619
2025-06-21T17:33:00Z,333,0.1592
2025-06-21T17:34:00Z,334,0.1565
2025-06-21T17:35:00Z,335,0.1538
2025-06-21T17:36:00Z,336,0.1512
2025-06-21T17:37:00Z,337,0.1485
2025-06-21T17:38:00Z,338,0.1459
2025-06-21T17:39:00Z,339,0.1433
2025-06-21T17:40:00Z,340,0.1407
2025-06-21T17:41:00Z,341,0.1381
2025-06-21T17:42:00Z,342,0.1355
2025-06-21T17:43:00Z,343,0.1329
2025-06-21T17:44:00Z,344,0.1304
2025-06-21T17:45:00Z,345,0.1278
2025-06-21T17:46:00Z,346,0.1253
2025-06-21T17:47:00Z,347,0.1228
2025-06-21T17:48:00Z,348,0.1203
2025-06-21T17:49:00Z,349,0.1179
2025-06-21T17:50:00Z,350,0.1154
2025-06-21T17:51:00Z,351,0.1130
2025-06-21T17:52:00Z,352,0.1106
2025-06-21T17:53:00Z,353,0.1082
2025-06-21T17:54:00Z,354,0.1059
2025-06-21T17:55:00Z,355,0.1036
2025-06-21T17:56:00Z,356,0.1013
2025-06-21T17:57:00Z,357,0.0990
2025-06-21T17:58:00Z,358,0.0967
2025-06-21T17:59:00Z,359,0.0945
2025-06-21T18:00:00Z,360,0.0923
2025-06-21T18:01:00Z,361,0.0902
2025-06-21T18:02:00Z,362,0.0880
2025-06-21T18:03:00Z,363,0.0859
2025-06-21T18:04:00Z,364,0.0838
2025-06-21T18:05:00Z,365,0.0818
